Pit,Material,HD (km),Month,SF,Cycle (hrs),TPNOH (t/h),Cycle (min),Fixed (min),Travel (min)
MRM,Ore,14.4,Aug,0.958,0.7774,447.3295601,46.644,7.8197,38.8243
MRM,Ore,14.4,Sep,0.958,0.7774,447.3295601,46.644,7.734,38.91
MRM,Ore,14.4,Oct,0.987,0.7774,460.8708516,46.644,7.185,39.459
MRM,Ore,14.4,Nov,1.027,0.7774,479.548495,46.644,7.2715,39.3725
MRM,Ore,14.4,Dec,1.07,0.7774,499.6269617,46.644,7.2057,39.4383
MRM,Ore,14.5,Jan,1.07,0.7814,497.0693627,46.884,7.9099,38.9741
MRM,Ore,14.5,Feb,1.07,0.7814,497.0693627,46.884,8.3314,38.5526
MRM,Ore,14.5,Mar,1.027,0.7814,477.093678,46.884,7.9672,38.9168
MRM,Ore,14.5,Apr,0.958,0.7814,445.0396724,46.884,7.9729,38.9111
MRM,Ore,14.5,May,0.958,0.7814,445.0396724,46.884,7.5509,39.3331
MRM,Ore,14.5,Jun,0.958,0.7814,445.0396724,46.884,7.74,39.144
MRM,Ore,14.5,Jul,0.958,0.7814,445.0396724,46.884,7.7183,39.1657
MRM,Ore,14.5,Aug,0.958,0.7814,445.0396724,46.884,7.8197,39.0643
MRM,Ore,14.5,Sep,0.958,0.7814,445.0396724,46.884,7.734,39.15
MRM,Ore,14.5,Oct,0.987,0.7814,458.5116458,46.884,7.185,39.699
MRM,Ore,14.5,Nov,1.027,0.7814,477.093678,46.884,7.2715,39.6125
MRM,Ore,14.5,Dec,1.07,0.7814,497.0693627,46.884,7.2057,39.6783
MRM,Ore,14.6,Jan,1.07,0.7854,494.5378151,47.124,7.9099,39.2141
MRM,Ore,14.6,Feb,1.07,0.7854,494.5378151,47.124,8.3314,38.7926
MRM,Ore,14.6,Mar,1.027,0.7854,474.6638655,47.124,7.9672,39.1568
MRM,Ore,14.6,Apr,0.958,0.7854,442.7731092,47.124,7.9729,39.1511
MRM,Ore,14.6,May,0.958,0.7854,442.7731092,47.124,7.5509,39.5731
MRM,Ore,14.6,Jun,0.958,0.7854,442.7731092,47.124,7.74,39.384
MRM,Ore,14.6,Jul,0.958,0.7854,442.7731092,47.124,7.7183,39.4057
MRM,Ore,14.6,Aug,0.958,0.7854,442.7731092,47.124,7.8197,39.3043
MRM,Ore,14.6,Sep,0.958,0.7854,442.7731092,47.124,7.734,39.39
MRM,Ore,14.6,Oct,0.987,0.7854,456.1764706,47.124,7.185,39.939
MRM,Ore,14.6,Nov,1.027,0.7854,474.6638655,47.124,7.2715,39.8525
MRM,Ore,14.6,Dec,1.07,0.7854,494.5378151,47.124,7.2057,39.9183
MRM,Ore,14.7,Jan,1.07,0.7894,492.031923,47.364,7.9099,39.4541
MRM,Ore,14.7,Feb,1.07,0.7894,492.031923,47.364,8.3314,39.0326
MRM,Ore,14.7,Mar,1.027,0.7894,472.2586775,47.364,7.9672,39.3968
MRM,Ore,14.7,Apr,0.958,0.7894,440.5295161,47.364,7.9729,39.3911
MRM,Ore,14.7,May,0.958,0.7894,440.5295161,47.364,7.5509,39.8131
MRM,Ore,14.7,Jun,0.958,0.7894,440.5295161,47.364,7.74,39.624
MRM,Ore,14.7,Jul,0.958,0.7894,440.5295161,47.364,7.7183,39.6457
MRM,Ore,14.7,Aug,0.958,0.7894,440.5295161,47.364,7.8197,39.5443
MRM,Ore,14.7,Sep,0.958,0.7894,440.5295161,47.364,7.734,39.63
MRM,Ore,14.7,Oct,0.987,0.7894,453.8649607,47.364,7.185,40.179
MRM,Ore,14.7,Nov,1.027,0.7894,472.2586775,47.364,7.2715,40.0925
MRM,Ore,14.7,Dec,1.07,0.7894,492.031923,47.364,7.2057,40.1583
MRM,Ore,14.8,Jan,1.07,0.7934,489.5512982,47.604,7.9099,39.6941
MRM,Ore,14.8,Feb,1.07,0.7934,489.5512982,47.604,8.3314,39.2726
MRM,Ore,14.8,Mar,1.027,0.7934,469.8777414,47.604,7.9672,39.6368
MRM,Ore,14.8,Apr,0.958,0.7934,438.3085455,47.604,7.9729,39.6311
MRM,Ore,14.8,May,0.958,0.7934,438.3085455,47.604,7.5509,40.0531
MRM,Ore,14.8,Jun,0.958,0.7934,438.3085455,47.604,7.74,39.864
MRM,Ore,14.8,Jul,0.958,0.7934,438.3085455,47.604,7.7183,39.8857
MRM,Ore,14.8,Aug,0.958,0.7934,438.3085455,47.604,7.8197,39.7843
MRM,Ore,14.8,Sep,0.958,0.7934,438.3085455,47.604,7.734,39.87
MRM,Ore,14.8,Oct,0.987,0.7934,451.5767583,47.604,7.185,40.419
MRM,Ore,14.8,Nov,1.027,0.7934,469.8777414,47.604,7.2715,40.3325
MRM,Ore,14.8,Dec,1.07,0.7934,489.5512982,47.604,7.2057,40.3983
MRM,Ore,14.9,Jan,1.07,0.7974,487.0955606,47.844,7.9099,39.9341
MRM,Ore,14.9,Feb,1.07,0.7974,487.0955606,47.844,8.3314,39.5126
MRM,Ore,14.9,Mar,1.027,0.7974,467.5206922,47.844,7.9672,39.8768
MRM,Ore,14.9,Apr,0.958,0.7974,436.109857,47.844,7.9729,39.8711
MRM,Ore,14.9,May,0.958,0.7974,436.109857,47.844,7.5509,40.2931
MRM,Ore,14.9,Jun,0.958,0.7974,436.109857,47.844,7.74,40.104
MRM,Ore,14.9,Jul,0.958,0.7974,436.109857,47.844,7.7183,40.1257
MRM,Ore,14.9,Aug,0.958,0.7974,436.109857,47.844,7.8197,40.0243
MRM,Ore,14.9,Sep,0.958,0.7974,436.109857,47.844,7.734,40.11
MRM,Ore,14.9,Oct,0.987,0.7974,449.3115124,47.844,7.185,40.659
MRM,Ore,14.9,Nov,1.027,0.7974,467.5206922,47.844,7.2715,40.5725
MRM,Ore,14.9,Dec,1.07,0.7974,487.0955606,47.844,7.2057,40.6383
MRM,Ore,15,Jan,1.07,0.8014,484.6643374,48.084,7.9099,40.1741
MRM,Ore,15,Feb,1.07,0.8014,484.6643374,48.084,8.3314,39.7526
MRM,Ore,15,Mar,1.027,0.8014,465.1871724,48.084,7.9672,40.1168
MRM,Ore,15,Apr,0.958,0.8014,433.933117,48.084,7.9729,40.1111
MRM,Ore,15,May,0.958,0.8014,433.933117,48.084,7.5509,40.5331
MRM,Ore,15,Jun,0.958,0.8014,433.933117,48.084,7.74,40.344
MRM,Ore,15,Jul,0.958,0.8014,433.933117,48.084,7.7183,40.3657
MRM,Ore,15,Aug,0.958,0.8014,433.933117,48.084,7.8197,40.2643
MRM,Ore,15,Sep,0.958,0.8014,433.933117,48.084,7.734,40.35
MRM,Ore,15,Oct,0.987,0.8014,447.0688795,48.084,7.185,40.899
MRM,Ore,15,Nov,1.027,0.8014,465.1871724,48.084,7.2715,40.8125
MRM,Ore,15,Dec,1.07,0.8014,484.6643374,48.084,7.2057,40.8783
MRM,Ore,15.1,Jan,1.07,0.8054,482.2572635,48.324,7.9099,40.4141
MRM,Ore,15.1,Feb,1.07,0.8054,482.2572635,48.324,8.3314,39.9926
MRM,Ore,15.1,Mar,1.027,0.8054,462.8768314,48.324,7.9672,40.3568
MRM,Ore,15.1,Apr,0.958,0.8054,431.7779985,48.324,7.9729,40.3511
MRM,Ore,15.1,May,0.958,0.8054,431.7779985,48.324,7.5509,40.7731
MRM,Ore,15.1,Jun,0.958,0.8054,431.7779985,48.324,7.74,40.584
MRM,Ore,15.1,Jul,0.958,0.8054,431.7779985,48.324,7.7183,40.6057
MRM,Ore,15.1,Aug,0.958,0.8054,431.7779985,48.324,7.8197,40.5043
MRM,Ore,15.1,Sep,0.958,0.8054,431.7779985,48.324,7.734,40.59
MRM,Ore,15.1,Oct,0.987,0.8054,444.8485225,48.324,7.185,41.139
MRM,Ore,15.1,Nov,1.027,0.8054,462.8768314,48.324,7.2715,41.0525
MRM,Ore,15.1,Dec,1.07,0.8054,482.2572635,48.324,7.2057,41.1183
MRM,Ore,15.2,Jan,1.07,0.8094,479.8739807,48.564,7.9099,40.6541
MRM,Ore,15.2,Feb,1.07,0.8094,479.8739807,48.564,8.3314,40.2326
MRM,Ore,15.2,Mar,1.027,0.8094,460.5893254,48.564,7.9672,40.5968
MRM,Ore,15.2,Apr,0.958,0.8094,429.6441809,48.564,7.9729,40.5911
MRM,Ore,15.2,May,0.958,0.8094,429.6441809,48.564,7.5509,41.0131
MRM,Ore,15.2,Jun,0.958,0.8094,429.6441809,48.564,7.74,40.824
MRM,Ore,15.2,Jul,0.958,0.8094,429.6441809,48.564,7.7183,40.8457
MRM,Ore,15.2,Aug,0.958,0.8094,429.6441809,48.564,7.8197,40.7443
MRM,Ore,15.2,Sep,0.958,0.8094,429.6441809,48.564,7.734,40.83
MRM,Ore,15.2,Oct,0.987,0.8094,442.6501112,48.564,7.185,41.379
MRM,Ore,15.2,Nov,1.027,0.8094,460.5893254,48.564,7.2715,41.2925
MRM,Ore,15.2,Dec,1.07,0.8094,479.8739807,48.564,7.2057,41.3583
MRM,Ore,15.3,Jan,1.07,0.8134,477.5141382,48.804,7.9099,40.8941
MRM,Ore,15.3,Feb,1.07,0.8134,477.5141382,48.804,8.3314,40.4726
MRM,Ore,15.3,Mar,1.027,0.8134,458.3243177,48.804,7.9672,40.8368
MRM,Ore,15.3,Apr,0.958,0.8134,427.5313499,48.804,7.9729,40.8311
MRM,Ore,15.3,May,0.958,0.8134,427.5313499,48.804,7.5509,41.2531
MRM,Ore,15.3,Jun,0.958,0.8134,427.5313499,48.804,7.74,41.064
MRM,Ore,15.3,Jul,0.958,0.8134,427.5313499,48.804,7.7183,41.0857
MRM,Ore,15.3,Aug,0.958,0.8134,427.5313499,48.804,7.8197,40.9843
MRM,Ore,15.3,Sep,0.958,0.8134,427.5313499,48.804,7.734,41.07
MRM,Ore,15.3,Oct,0.987,0.8134,440.4733219,48.804,7.185,41.619
MRM,Ore,15.3,Nov,1.027,0.8134,458.3243177,48.804,7.2715,41.5325
MRM,Ore,15.3,Dec,1.07,0.8134,477.5141382,48.804,7.2057,41.5983
MRM,Ore,15.4,Jan,1.07,0.8174,475.1773917,49.044,7.9099,41.1341
MRM,Ore,15.4,Feb,1.07,0.8174,475.1773917,49.044,8.3314,40.7126
MRM,Ore,15.4,Mar,1.027,0.8174,456.0814779,49.044,7.9672,41.0768
MRM,Ore,15.4,Apr,0.958,0.8174,425.4391975,49.044,7.9729,41.0711
MRM,Ore,15.4,May,0.958,0.8174,425.4391975,49.044,7.5509,41.4931
MRM,Ore,15.4,Jun,0.958,0.8174,425.4391975,49.044,7.74,41.304
MRM,Ore,15.4,Jul,0.958,0.8174,425.4391975,49.044,7.7183,41.3257
MRM,Ore,15.4,Aug,0.958,0.8174,425.4391975,49.044,7.8197,41.2243
MRM,Ore,15.4,Sep,0.958,0.8174,425.4391975,49.044,7.734,41.31
MRM,Ore,15.4,Oct,0.987,0.8174,438.317837,49.044,7.185,41.859
MRM,Ore,15.4,Nov,1.027,0.8174,456.0814779,49.044,7.2715,41.7725
MRM,Ore,15.4,Dec,1.07,0.8174,475.1773917,49.044,7.2057,41.8383
MRM,Ore,15.5,Jan,1.07,0.8214,472.8634039,49.284,7.9099,41.3741
MRM,Ore,15.5,Feb,1.07,0.8214,472.8634039,49.284,8.3314,40.9526
MRM,Ore,15.5,Mar,1.027,0.8214,453.8604821,49.284,7.9672,41.3168
MRM,Ore,15.5,Apr,0.958,0.8214,423.3674215,49.284,7.9729,41.3111
MRM,Ore,15.5,May,0.958,0.8214,423.3674215,49.284,7.5509,41.7331
MRM,Ore,15.5,Jun,0.958,0.8214,423.3674215,49.284,7.74,41.544
MRM,Ore,15.5,Jul,0.958,0.8214,423.3674215,49.284,7.7183,41.5657
MRM,Ore,15.5,Aug,0.958,0.8214,423.3674215,49.284,7.8197,41.4643
MRM,Ore,15.5,Sep,0.958,0.8214,423.3674215,49.284,7.734,41.55
MRM,Ore,15.5,Oct,0.987,0.8214,436.1833455,49.284,7.185,42.099
MRM,Ore,15.5,Nov,1.027,0.8214,453.8604821,49.284,7.2715,42.0125
MRM,Ore,15.5,Dec,1.07,0.8214,472.8634039,49.284,7.2057,42.0783
MRM,Waste,0.5,Jan,1.07,0.234393773,1657.08327,14.06362638,7.3101,6.753526384
MRM,Waste,0.5,Feb,1.07,0.234393773,1657.08327,14.06362638,8.5839,5.479726384
MRM,Waste,0.5,Mar,1.027,0.234393773,1590.490204,14.06362638,8.4449,5.618726384
MRM,Waste,0.5,Apr,0.958,0.234393773,1483.631563,14.06362638,7.4474,6.616226384
MRM,Waste,0.5,May,0.958,0.234393773,1483.631563,14.06362638,7.2845,6.779126384
MRM,Waste,0.5,Jun,0.958,0.234393773,1483.631563,14.06362638,6.6787,7.384926384
MRM,Waste,0.5,Jul,0.958,0.234393773,1483.631563,14.06362638,6.4176,7.646026384
MRM,Waste,0.5,Aug,0.958,0.234393773,1483.631563,14.06362638,6.4107,7.652926384
MRM,Waste,0.5,Sep,0.958,0.234393773,1483.631563,14.06362638,5.9258,8.137826384
MRM,Waste,0.5,Oct,0.987,0.234393773,1528.543166,14.06362638,6.876,7.187626384
MRM,Waste,0.5,Nov,1.027,0.234393773,1590.490204,14.06362638,6.4353,7.628326384
MRM,Waste,0.5,Dec,1.07,0.234393773,1657.08327,14.06362638,6.6599,7.403726384
MRM,Waste,0.6,Jan,1.07,0.249165336,1558.844443,14.94992018,7.3101,7.639820185
MRM,Waste,0.6,Feb,1.07,0.249165336,1558.844443,14.94992018,8.5839,6.366020185
MRM,Waste,0.6,Mar,1.027,0.249165336,1496.199292,14.94992018,8.4449,6.505020185
MRM,Waste,0.6,Apr,0.958,0.249165336,1395.675679,14.94992018,7.4474,7.502520185
MRM,Waste,0.6,May,0.958,0.249165336,1395.675679,14.94992018,7.2845,7.665420185
MRM,Waste,0.6,Jun,0.958,0.249165336,1395.675679,14.94992018,6.6787,8.271220185
MRM,Waste,0.6,Jul,0.958,0.249165336,1395.675679,14.94992018,6.4176,8.532320185
MRM,Waste,0.6,Aug,0.958,0.249165336,1395.675679,14.94992018,6.4107,8.539220185
MRM,Waste,0.6,Sep,0.958,0.249165336,1395.675679,14.94992018,5.9258,9.024120185
MRM,Waste,0.6,Oct,0.987,0.249165336,1437.924734,14.94992018,6.876,8.073920185
MRM,Waste,0.6,Nov,1.027,0.249165336,1496.199292,14.94992018,6.4353,8.514620185
MRM,Waste,0.6,Dec,1.07,0.249165336,1558.844443,14.94992018,6.6599,8.290020185
MRM,Waste,0.7,Jan,1.07,0.262378465,1480.342525,15.74270792,7.3101,8.432607921
MRM,Waste,0.7,Feb,1.07,0.262378465,1480.342525,15.74270792,8.5839,7.158807921
MRM,Waste,0.7,Mar,1.027,0.262378465,1420.852125,15.74270792,8.4449,7.297807921
MRM,Waste,0.7,Apr,0.958,0.262378465,1325.390784,15.74270792,7.4474,8.295307921
MRM,Waste,0.7,May,0.958,0.262378465,1325.390784,15.74270792,7.2845,8.458207921
MRM,Waste,0.7,Jun,0.958,0.262378465,1325.390784,15.74270792,6.6787,9.064007921
MRM,Waste,0.7,Jul,0.958,0.262378465,1325.390784,15.74270792,6.4176,9.325107921
MRM,Waste,0.7,Aug,0.958,0.262378465,1325.390784,15.74270792,6.4107,9.332007921
MRM,Waste,0.7,Sep,0.958,0.262378465,1325.390784,15.74270792,5.9258,9.816907921
MRM,Waste,0.7,Oct,0.987,0.262378465,1365.512217,15.74270792,6.876,8.866707921
MRM,Waste,0.7,Nov,1.027,0.262378465,1420.852125,15.74270792,6.4353,9.307407921
MRM,Waste,0.7,Dec,1.07,0.262378465,1480.342525,15.74270792,6.6599,9.082807921
MRM,Waste,0.8,Jan,1.07,0.274389247,1415.543809,16.46335483,7.3101,9.153254831
MRM,Waste,0.8,Feb,1.07,0.274389247,1415.543809,16.46335483,8.5839,7.879454831
MRM,Waste,0.8,Mar,1.027,0.274389247,1358.657469,16.46335483,8.4449,8.018454831
MRM,Waste,0.8,Apr,0.958,0.274389247,1267.374737,16.46335483,7.4474,9.015954831
MRM,Waste,0.8,May,0.958,0.274389247,1267.374737,16.46335483,7.2845,9.178854831
MRM,Waste,0.8,Jun,0.958,0.274389247,1267.374737,16.46335483,6.6787,9.784654831
MRM,Waste,0.8,Jul,0.958,0.274389247,1267.374737,16.46335483,6.4176,10.04575483
MRM,Waste,0.8,Aug,0.958,0.274389247,1267.374737,16.46335483,6.4107,10.05265483
MRM,Waste,0.8,Sep,0.958,0.274389247,1267.374737,16.46335483,5.9258,10.53755483
MRM,Waste,0.8,Oct,0.987,0.274389247,1305.739943,16.46335483,6.876,9.587354831
MRM,Waste,0.8,Nov,1.027,0.274389247,1358.657469,16.46335483,6.4353,10.02805483
MRM,Waste,0.8,Dec,1.07,0.274389247,1415.543809,16.46335483,6.6599,9.803454831
MRM,Waste,0.9,Jan,1.07,0.285439067,1360.745758,17.12634404,7.3101,9.816244042
MRM,Waste,0.9,Feb,1.07,0.285439067,1360.745758,17.12634404,8.5839,8.542444042
MRM,Waste,0.9,Mar,1.027,0.285439067,1306.061582,17.12634404,8.4449,8.681444042
MRM,Waste,0.9,Apr,0.958,0.285439067,1218.312557,17.12634404,7.4474,9.678944042
MRM,Waste,0.9,May,0.958,0.285439067,1218.312557,17.12634404,7.2845,9.841844042
MRM,Waste,0.9,Jun,0.958,0.285439067,1218.312557,17.12634404,6.6787,10.44764404
MRM,Waste,0.9,Jul,0.958,0.285439067,1218.312557,17.12634404,6.4176,10.70874404
MRM,Waste,0.9,Aug,0.958,0.285439067,1218.312557,17.12634404,6.4107,10.71564404
MRM,Waste,0.9,Sep,0.958,0.285439067,1218.312557,17.12634404,5.9258,11.20054404
MRM,Waste,0.9,Oct,0.987,0.285439067,1255.192582,17.12634404,6.876,10.25034404
MRM,Waste,0.9,Nov,1.027,0.285439067,1306.061582,17.12634404,6.4353,10.69104404
MRM,Waste,0.9,Dec,1.07,0.285439067,1360.745758,17.12634404,6.6599,10.46644404
MRM,Waste,1,Jan,1.07,0.2957,1313.527224,17.742,7.3101,10.4319
MRM,Waste,1,Feb,1.07,0.2957,1313.527224,17.742,8.5839,9.1581
MRM,Waste,1,Mar,1.027,0.2957,1260.740615,17.742,8.4449,9.2971
MRM,Waste,1,Apr,0.958,0.2957,1176.036524,17.742,7.4474,10.2946
MRM,Waste,1,May,0.958,0.2957,1176.036524,17.742,7.2845,10.4575
MRM,Waste,1,Jun,0.958,0.2957,1176.036524,17.742,6.6787,11.0633
MRM,Waste,1,Jul,0.958,0.2957,1176.036524,17.742,6.4176,11.3244
MRM,Waste,1,Aug,0.958,0.2957,1176.036524,17.742,6.4107,11.3313
MRM,Waste,1,Sep,0.958,0.2957,1176.036524,17.742,5.9258,11.8162
MRM,Waste,1,Oct,0.987,0.2957,1211.636794,17.742,6.876,10.866
MRM,Waste,1,Nov,1.027,0.2957,1260.740615,17.742,6.4353,11.3067
MRM,Waste,1,Dec,1.07,0.2957,1313.527224,17.742,6.6599,11.0821
MRM,Waste,1.1,Jan,1.07,0.305299542,1272.225951,18.31797251,7.3101,11.00787251
MRM,Waste,1.1,Feb,1.07,0.305299542,1272.225951,18.31797251,8.5839,9.734072512
MRM,Waste,1.1,Mar,1.027,0.305299542,1221.099114,18.31797251,8.4449,9.873072512
MRM,Waste,1.1,Apr,0.958,0.305299542,1139.058375,18.31797251,7.4474,10.87057251
MRM,Waste,1.1,May,0.958,0.305299542,1139.058375,18.31797251,7.2845,11.03347251
MRM,Waste,1.1,Jun,0.958,0.305299542,1139.058375,18.31797251,6.6787,11.63927251
MRM,Waste,1.1,Jul,0.958,0.305299542,1139.058375,18.31797251,6.4176,11.90037251
MRM,Waste,1.1,Aug,0.958,0.305299542,1139.058375,18.31797251,6.4107,11.90727251
MRM,Waste,1.1,Sep,0.958,0.305299542,1139.058375,18.31797251,5.9258,12.39217251
MRM,Waste,1.1,Oct,0.987,0.305299542,1173.539265,18.31797251,6.876,11.44197251
MRM,Waste,1.1,Nov,1.027,0.305299542,1221.099114,18.31797251,6.4353,11.88267251
MRM,Waste,1.1,Dec,1.07,0.305299542,1272.225951,18.31797251,6.6599,11.65807251
MRM,Waste,1.2,Jan,1.07,0.314335099,1235.655836,18.86010597,7.3101,11.55000597
MRM,Waste,1.2,Feb,1.07,0.314335099,1235.655836,18.86010597,8.5839,10.27620597
MRM,Waste,1.2,Mar,1.027,0.314335099,1185.998638,18.86010597,8.4449,10.41520597
MRM,Waste,1.2,Apr,0.958,0.314335099,1106.316159,18.86010597,7.4474,11.41270597
MRM,Waste,1.2,May,0.958,0.314335099,1106.316159,18.86010597,7.2845,11.57560597
MRM,Waste,1.2,Jun,0.958,0.314335099,1106.316159,18.86010597,6.6787,12.18140597
MRM,Waste,1.2,Jul,0.958,0.314335099,1106.316159,18.86010597,6.4176,12.44250597
MRM,Waste,1.2,Aug,0.958,0.314335099,1106.316159,18.86010597,6.4107,12.44940597
MRM,Waste,1.2,Sep,0.958,0.314335099,1106.316159,18.86010597,5.9258,12.93430597
MRM,Waste,1.2,Oct,0.987,0.314335099,1139.805897,18.86010597,6.876,11.98410597
MRM,Waste,1.2,Nov,1.027,0.314335099,1185.998638,18.86010597,6.4353,12.42480597
MRM,Waste,1.2,Dec,1.07,0.314335099,1235.655836,18.86010597,6.6599,12.20020597
MRM,Waste,1.3,Jan,1.07,0.322882968,1202.943602,19.37297806,7.3101,12.06287806
MRM,Waste,1.3,Feb,1.07,0.322882968,1202.943602,19.37297806,8.5839,10.78907806
MRM,Waste,1.3,Mar,1.027,0.322882968,1154.601008,19.37297806,8.4449,10.92807806
MRM,Waste,1.3,Apr,0.958,0.322882968,1077.02801,19.37297806,7.4474,11.92557806
MRM,Waste,1.3,May,0.958,0.322882968,1077.02801,19.37297806,7.2845,12.08847806
MRM,Waste,1.3,Jun,0.958,0.322882968,1077.02801,19.37297806,6.6787,12.69427806
MRM,Waste,1.3,Jul,0.958,0.322882968,1077.02801,19.37297806,6.4176,12.95537806
MRM,Waste,1.3,Aug,0.958,0.322882968,1077.02801,19.37297806,6.4107,12.96227806
MRM,Waste,1.3,Sep,0.958,0.322882968,1077.02801,19.37297806,5.9258,13.44717806
MRM,Waste,1.3,Oct,0.987,0.322882968,1109.631154,19.37297806,6.876,12.49697806
MRM,Waste,1.3,Nov,1.027,0.322882968,1154.601008,19.37297806,6.4353,12.93767806
MRM,Waste,1.3,Dec,1.07,0.322882968,1202.943602,19.37297806,6.6599,12.71307806
MRM,Waste,1.4,Jan,1.07,0.331004152,1173.429388,19.86024915,7.3101,12.55014915
MRM,Waste,1.4,Feb,1.07,0.331004152,1173.429388,19.86024915,8.5839,11.27634915
MRM,Waste,1.4,Mar,1.027,0.331004152,1126.27288,19.86024915,8.4449,11.41534915
MRM,Waste,1.4,Apr,0.958,0.331004152,1050.603134,19.86024915,7.4474,12.41284915
MRM,Waste,1.4,May,0.958,0.331004152,1050.603134,19.86024915,7.2845,12.57574915
MRM,Waste,1.4,Jun,0.958,0.331004152,1050.603134,19.86024915,6.6787,13.18154915
MRM,Waste,1.4,Jul,0.958,0.331004152,1050.603134,19.86024915,6.4176,13.44264915
MRM,Waste,1.4,Aug,0.958,0.331004152,1050.603134,19.86024915,6.4107,13.44954915
MRM,Waste,1.4,Sep,0.958,0.331004152,1050.603134,19.86024915,5.9258,13.93444915
MRM,Waste,1.4,Oct,0.987,0.331004152,1082.40636,19.86024915,6.876,12.98424915
MRM,Waste,1.4,Nov,1.027,0.331004152,1126.27288,19.86024915,6.4353,13.42494915
MRM,Waste,1.4,Dec,1.07,0.331004152,1173.429388,19.86024915,6.6599,13.20034915
MRM,Waste,1.5,Jan,1.07,0.338748292,1146.603566,20.32489754,7.3101,13.01479754
MRM,Waste,1.5,Feb,1.07,0.338748292,1146.603566,20.32489754,8.5839,11.74099754
MRM,Waste,1.5,Mar,1.027,0.338748292,1100.525105,20.32489754,8.4449,11.87999754
MRM,Waste,1.5,Apr,0.958,0.338748292,1026.585249,20.32489754,7.4474,12.87749754
MRM,Waste,1.5,May,0.958,0.338748292,1026.585249,20.32489754,7.2845,13.04039754
MRM,Waste,1.5,Jun,0.958,0.338748292,1026.585249,20.32489754,6.6787,13.64619754
MRM,Waste,1.5,Jul,0.958,0.338748292,1026.585249,20.32489754,6.4176,13.90729754
MRM,Waste,1.5,Aug,0.958,0.338748292,1026.585249,20.32489754,6.4107,13.91419754
MRM,Waste,1.5,Sep,0.958,0.338748292,1026.585249,20.32489754,5.9258,14.39909754
MRM,Waste,1.5,Oct,0.987,0.338748292,1057.66142,20.32489754,6.876,13.44889754
MRM,Waste,1.5,Nov,1.027,0.338748292,1100.525105,20.32489754,6.4353,13.88959754
MRM,Waste,1.5,Dec,1.07,0.338748292,1146.603566,20.32489754,6.6599,13.66499754
MRM,Waste,1.6,Jan,1.07,0.346156382,1122.065114,20.76938291,7.3101,13.45928291
MRM,Waste,1.6,Feb,1.07,0.346156382,1122.065114,20.76938291,8.5839,12.18548291
MRM,Waste,1.6,Mar,1.027,0.346156382,1076.972778,20.76938291,8.4449,12.32448291
MRM,Waste,1.6,Apr,0.958,0.346156382,1004.615308,20.76938291,7.4474,13.32198291
MRM,Waste,1.6,May,0.958,0.346156382,1004.615308,20.76938291,7.2845,13.48488291
MRM,Waste,1.6,Jun,0.958,0.346156382,1004.615308,20.76938291,6.6787,14.09068291
MRM,Waste,1.6,Jul,0.958,0.346156382,1004.615308,20.76938291,6.4176,14.35178291
MRM,Waste,1.6,Aug,0.958,0.346156382,1004.615308,20.76938291,6.4107,14.35868291
MRM,Waste,1.6,Sep,0.958,0.346156382,1004.615308,20.76938291,5.9258,14.84358291
MRM,Waste,1.6,Oct,0.987,0.346156382,1035.026418,20.76938291,6.876,13.89338291
MRM,Waste,1.6,Nov,1.027,0.346156382,1076.972778,20.76938291,6.4353,14.33408291
MRM,Waste,1.6,Dec,1.07,0.346156382,1122.065114,20.76938291,6.6599,14.10948291
MRM,Waste,1.7,Jan,1.07,0.353262715,1099.493332,21.19576293,7.3101,13.88566293
MRM,Waste,1.7,Feb,1.07,0.353262715,1099.493332,21.19576293,8.5839,12.61186293
MRM,Waste,1.7,Mar,1.027,0.353262715,1055.308086,21.19576293,8.4449,12.75086293
MRM,Waste,1.7,Apr,0.958,0.353262715,984.4061792,21.19576293,7.4474,13.74836293
MRM,Waste,1.7,May,0.958,0.353262715,984.4061792,21.19576293,7.2845,13.91126293
MRM,Waste,1.7,Jun,0.958,0.353262715,984.4061792,21.19576293,6.6787,14.51706293
MRM,Waste,1.7,Jul,0.958,0.353262715,984.4061792,21.19576293,6.4176,14.77816293
MRM,Waste,1.7,Aug,0.958,0.353262715,984.4061792,21.19576293,6.4107,14.78506293
MRM,Waste,1.7,Sep,0.958,0.353262715,984.4061792,21.19576293,5.9258,15.26996293
MRM,Waste,1.7,Oct,0.987,0.353262715,1014.205531,21.19576293,6.876,14.31976293
MRM,Waste,1.7,Nov,1.027,0.353262715,1055.308086,21.19576293,6.4353,14.76046293
MRM,Waste,1.7,Dec,1.07,0.353262715,1099.493332,21.19576293,6.6599,14.53586293
MRM,Waste,1.8,Jan,1.07,0.360096308,1078.628111,21.60577846,7.3101,14.29567846
MRM,Waste,1.8,Feb,1.07,0.360096308,1078.628111,21.60577846,8.5839,13.02187846
MRM,Waste,1.8,Mar,1.027,0.360096308,1035.281374,21.60577846,8.4449,13.16087846
MRM,Waste,1.8,Apr,0.958,0.360096308,965.7249814,21.60577846,7.4474,14.15837846
MRM,Waste,1.8,May,0.958,0.360096308,965.7249814,21.60577846,7.2845,14.32127846
MRM,Waste,1.8,Jun,0.958,0.360096308,965.7249814,21.60577846,6.6787,14.92707846
MRM,Waste,1.8,Jul,0.958,0.360096308,965.7249814,21.60577846,6.4176,15.18817846
